430,122,1
430,293,1
122,293,1
438,308,1
438,207,1
308,207,1
203,104,1
203,384,1
104,384,1
4,39,1
4,140,1
39,140,1
474,371,1
474,150,1
371,150,1
371,302,1
371,329,1
302,329,1
460,442,1
460,246,1
442,246,1
475,196,1
475,349,1
196,349,1
22,487,1
22,170,1
487,170,1
230,481,1
230,247,1
481,247,1
385,302,1
385,201,1
302,201,1
2,226,1
2,451,1
226,451,1
374,86,1
374,66,1
86,66,1
368,467,1
368,196,1
467,196,1
93,437,1
93,123,1
437,123,1
241,477,1
241,274,1
477,274,1
89,379,1
89,240,1
379,240,1
486,49,1
486,16,1
49,16,1
201,220,1
201,166,1
220,166,1
187,427,1
187,415,1
427,415,1
390,379,1
390,176,1
379,176,1
96,42,1
96,363,1
42,363,1
173,196,1
173,461,1
196,461,1
51,237,1
51,193,1
237,193,1
91,59,1
91,321,1
59,321,1
190,229,1
190,466,1
229,466,1
441,348,1
441,71,1
348,71,1
322,268,1
322,8,1
268,8,1
43,275,1
43,497,1
275,497,1
368,290,1
368,423,1
290,423,1
296,372,1
296,170,1
372,170,1
7,101,1
7,371,1
101,371,1
52,85,1
52,60,1
85,60,1
20,460,1
20,471,1
460,471,1
102,398,1
102,40,1
398,40,1
207,293,1
207,209,1
293,209,1
346,93,1
346,87,1
93,87,1
34,66,1
34,105,1
66,105,1
494,374,1
494,203,1
374,203,1
