219,329,1
219,454,1
329,454,1
320,169,1
320,151,1
169,151,1
403,345,1
403,210,1
345,210,1
15,484,1
15,57,1
484,57,1
5,467,1
5,490,1
467,490,1
239,332,1
239,220,1
332,220,1
391,233,1
391,275,1
233,275,1
278,423,1
278,91,1
423,91,1
460,16,1
460,378,1
16,378,1
95,180,1
95,304,1
180,304,1
406,109,1
406,2,1
109,2,1
410,495,1
410,170,1
495,170,1
138,136,1
138,224,1
136,224,1
172,200,1
172,127,1
200,127,1
87,3,1
87,489,1
3,489,1
59,392,1
59,62,1
392,62,1
431,112,1
431,239,1
112,239,1
336,17,1
336,123,1
17,123,1
148,227,1
148,446,1
227,446,1
226,281,1
226,183,1
281,183,1
206,181,1
206,394,1
181,394,1
195,498,1
195,167,1
498,167,1
155,129,1
155,365,1
129,365,1
359,365,1
359,432,1
365,432,1
362,497,1
362,12,1
497,12,1
472,369,1
472,129,1
369,129,1
254,223,1
254,26,1
223,26,1
41,341,1
41,94,1
341,94,1
367,140,1
367,71,1
140,71,1
268,411,1
268,255,1
411,255,1
388,252,1
388,396,1
252,396,1
233,414,1
233,91,1
414,91,1
423,160,1
423,402,1
160,402,1
111,467,1
111,363,1
467,363,1
209,135,1
209,248,1
135,248,1
255,363,1
255,394,1
363,394,1
428,281,1
428,75,1
281,75,1
314,110,1
314,334,1
110,334,1
201,226,1
201,280,1
226,280,1
404,304,1
404,323,1
304,323,1
190,300,1
190,293,1
300,293,1
412,439,1
412,389,1
439,389,1
402,162,1
402,435,1
162,435,1
18,20,1
18,2,1
20,2,1
98,277,1
98,291,1
277,291,1
70,123,1
70,323,1
123,323,1
300,135,1
300,199,1
135,199,1
77,63,1
77,474,1
63,474,1
179,263,1
179,60,1
263,60,1
429,325,1
429,192,1
325,192,1
354,238,1
354,201,1
238,201,1
429,423,1
429,386,1
423,386,1
170,174,1
170,200,1
174,200,1
36,78,1
36,39,1
78,39,1
146,375,1
146,35,1
375,35,1
271,276,1
271,96,1
276,96,1
273,216,1
273,490,1
216,490,1
399,486,1
399,152,1
486,152,1
230,42,1
230,213,1
42,213,1
166,340,1
166,290,1
340,290,1
424,354,1
424,398,1
354,398,1
306,175,1
306,191,1
175,191,1
303,248,1
303,486,1
248,486,1
232,381,1
232,19,1
381,19,1
201,367,1
201,424,1
367,424,1
322,170,1
322,306,1
170,306,1
95,334,1
95,56,1
334,56,1
154,11,1
154,182,1
11,182,1
173,366,1
173,272,1
366,272,1
277,300,1
277,304,1
300,304,1
175,45,1
175,134,1
45,134,1
256,328,1
256,308,1
328,308,1
