125,149,1
125,414,1
149,414,1
202,390,1
202,132,1
390,132,1
454,277,1
454,189,1
277,189,1
145,358,1
145,24,1
358,24,1
305,375,1
305,279,1
375,279,1
27,255,1
27,114,1
255,114,1
447,395,1
447,281,1
395,281,1
189,50,1
189,358,1
50,358,1
18,116,1
18,260,1
116,260,1
183,74,1
183,330,1
74,330,1
476,289,1
476,33,1
289,33,1
340,164,1
340,473,1
164,473,1
403,116,1
403,431,1
116,431,1
202,167,1
202,491,1
167,491,1
44,119,1
44,422,1
119,422,1
383,263,1
383,1,1
263,1,1
171,217,1
171,236,1
217,236,1
334,44,1
334,476,1
44,476,1
261,212,1
261,40,1
212,40,1
178,452,1
178,428,1
452,428,1
476,437,1
476,344,1
437,344,1
93,42,1
93,418,1
42,418,1
113,49,1
113,242,1
49,242,1
220,477,1
220,31,1
477,31,1
299,379,1
299,111,1
379,111,1
245,391,1
245,104,1
391,104,1
423,9,1
423,159,1
9,159,1
219,136,1
219,405,1
136,405,1
307,372,1
307,159,1
372,159,1
294,309,1
294,336,1
309,336,1
373,379,1
373,463,1
379,463,1
183,477,1
183,301,1
477,301,1
298,175,1
298,380,1
175,380,1
413,383,1
413,450,1
383,450,1
381,26,1
381,350,1
26,350,1
136,324,1
136,215,1
324,215,1
406,457,1
406,254,1
457,254,1
452,495,1
452,148,1
495,148,1
302,162,1
302,362,1
162,362,1
495,355,1
495,89,1
355,89,1
399,353,1
399,264,1
353,264,1
261,484,1
261,378,1
484,378,1
402,451,1
402,52,1
451,52,1
448,441,1
448,128,1
441,128,1
309,32,1
309,34,1
32,34,1
364,182,1
364,413,1
182,413,1
181,180,1
181,435,1
180,435,1
431,239,1
431,127,1
239,127,1
215,261,1
215,216,1
261,216,1
453,35,1
453,54,1
35,54,1
458,209,1
458,27,1
209,27,1
331,492,1
331,340,1
492,340,1
239,457,1
239,48,1
457,48,1
29,205,1
29,310,1
205,310,1
380,5,1
380,291,1
5,291,1
270,216,1
270,472,1
216,472,1
343,52,1
343,339,1
52,339,1
205,14,1
205,181,1
14,181,1
366,426,1
366,121,1
426,121,1
399,222,1
399,141,1
222,141,1
215,39,1
215,89,1
39,89,1
235,57,1
235,100,1
57,100,1
344,187,1
344,394,1
187,394,1
136,446,1
136,494,1
446,494,1
386,221,1
386,345,1
221,345,1
108,354,1
108,190,1
354,190,1
405,401,1
405,240,1
401,240,1
32,343,1
32,391,1
343,391,1
129,372,1
129,135,1
372,135,1
