148,393,1
148,326,1
393,326,1
316,472,1
316,302,1
472,302,1
312,467,1
312,286,1
467,286,1
465,387,1
465,262,1
387,262,1
294,75,1
294,93,1
75,93,1
170,464,1
170,228,1
464,228,1
362,30,1
362,85,1
30,85,1
35,235,1
35,170,1
235,170,1
407,327,1
407,6,1
327,6,1
370,29,1
370,459,1
29,459,1
137,122,1
137,13,1
122,13,1
489,457,1
489,381,1
457,381,1
111,296,1
111,78,1
296,78,1
105,204,1
105,276,1
204,276,1
103,300,1
103,461,1
300,461,1
347,404,1
347,311,1
404,311,1
440,393,1
440,253,1
393,253,1
167,8,1
167,384,1
8,384,1
115,249,1
115,139,1
249,139,1
191,84,1
191,223,1
84,223,1
210,464,1
210,313,1
464,313,1
103,151,1
103,494,1
151,494,1
215,17,1
215,262,1
17,262,1
449,171,1
449,167,1
171,167,1
14,356,1
14,31,1
356,31,1
382,19,1
382,486,1
19,486,1
235,405,1
235,378,1
405,378,1
284,495,1
284,128,1
495,128,1
155,59,1
155,170,1
59,170,1
337,213,1
337,309,1
213,309,1
478,354,1
478,439,1
354,439,1
326,451,1
326,460,1
451,460,1
206,190,1
206,209,1
190,209,1
207,167,1
207,415,1
167,415,1
36,233,1
36,465,1
233,465,1
297,20,1
297,139,1
20,139,1
456,422,1
456,395,1
422,395,1
76,308,1
76,457,1
308,457,1
384,409,1
384,148,1
409,148,1
292,498,1
292,56,1
498,56,1
167,439,1
167,489,1
439,489,1
86,434,1
86,470,1
434,470,1
462,367,1
462,63,1
367,63,1
109,81,1
109,450,1
81,450,1
359,41,1
359,78,1
41,78,1
451,339,1
451,50,1
339,50,1
290,14,1
290,475,1
14,475,1
14,428,1
14,106,1
428,106,1
123,81,1
123,356,1
81,356,1
187,226,1
187,312,1
226,312,1
442,33,1
442,263,1
33,263,1
64,149,1
64,404,1
149,404,1
359,8,1
359,407,1
8,407,1
385,101,1
385,462,1
101,462,1
8,34,1
8,284,1
34,284,1
187,263,1
187,245,1
263,245,1
145,215,1
145,286,1
215,286,1
205,397,1
205,299,1
397,299,1
255,383,1
255,403,1
383,403,1
224,85,1
224,218,1
85,218,1
135,99,1
135,105,1
99,105,1
321,238,1
321,466,1
238,466,1
295,182,1
295,114,1
182,114,1
38,380,1
38,361,1
380,361,1
299,402,1
299,370,1
402,370,1
255,464,1
255,459,1
464,459,1
448,490,1
448,4,1
490,4,1
57,77,1
57,90,1
77,90,1
401,116,1
401,191,1
116,191,1
483,142,1
483,293,1
142,293,1
254,339,1
254,41,1
339,41,1
404,414,1
404,291,1
414,291,1
265,479,1
265,352,1
479,352,1
236,123,1
236,277,1
123,277,1
71,196,1
71,416,1
196,416,1
