452,62,1
452,358,1
62,358,1
95,463,1
95,38,1
463,38,1
105,461,1
105,150,1
461,150,1
304,408,1
304,59,1
408,59,1
315,253,1
315,141,1
253,141,1
485,215,1
485,155,1
215,155,1
388,455,1
388,121,1
455,121,1
337,490,1
337,321,1
490,321,1
229,67,1
229,211,1
67,211,1
170,301,1
170,461,1
301,461,1
220,2,1
220,396,1
2,396,1
50,171,1
50,39,1
171,39,1
34,133,1
34,149,1
133,149,1
440,168,1
440,239,1
168,239,1
433,57,1
433,366,1
57,366,1
53,129,1
53,455,1
129,455,1
417,398,1
417,101,1
398,101,1
265,264,1
265,376,1
264,376,1
462,248,1
462,494,1
248,494,1
71,385,1
71,428,1
385,428,1
17,154,1
17,32,1
154,32,1
154,83,1
154,300,1
83,300,1
103,297,1
103,272,1
297,272,1
382,205,1
382,148,1
205,148,1
492,80,1
492,4,1
80,4,1
440,461,1
440,129,1
461,129,1
172,282,1
172,268,1
282,268,1
190,203,1
190,114,1
203,114,1
12,240,1
12,359,1
240,359,1
296,29,1
296,473,1
29,473,1
253,265,1
253,154,1
265,154,1
390,388,1
390,330,1
388,330,1
30,277,1
30,376,1
277,376,1
425,234,1
425,159,1
234,159,1
390,371,1
390,66,1
371,66,1
269,477,1
269,292,1
477,292,1
445,64,1
445,86,1
64,86,1
166,427,1
166,386,1
427,386,1
234,231,1
234,11,1
231,11,1
123,197,1
123,391,1
197,391,1
134,89,1
134,26,1
89,26,1
32,365,1
32,210,1
365,210,1
110,458,1
110,86,1
458,86,1
410,386,1
410,473,1
386,473,1
50,269,1
50,362,1
269,362,1
379,357,1
379,67,1
357,67,1
179,292,1
179,300,1
292,300,1
391,311,1
391,387,1
311,387,1
468,280,1
468,134,1
280,134,1
343,199,1
343,257,1
199,257,1
298,317,1
298,150,1
317,150,1
188,304,1
188,98,1
304,98,1
340,128,1
340,252,1
128,252,1
268,314,1
268,53,1
314,53,1
