1,2,0.12920190776947438
1,3,0.3828415317006115
1,4,0.9164606555245005
1,5,0.14580352814581388
1,6,0.80690925742265
1,7,0.6812580241318322
1,8,0.5660727368748957
1,9,0.21525999639699478
1,10,0.05364313436988044
2,3,0.6013458138012264
2,4,0.7002012977411829
2,5,0.8398605414570335
2,6,0.6179998939106306
2,7,0.9094478862455266
2,8,0.5200560209680212
2,9,0.8844161023352963
2,10,0.29415101920582387
3,4,0.9796774426569885
3,5,0.7498522879663538
3,6,0.24609722709696458
3,7,0.4184002256391417
3,8,0.9197319961506436
3,9,0.1559452180599079
3,10,0.5331684649736241
4,5,0.7257144468678693
4,6,0.5324940457250698
4,7,0.09349512454209141
4,8,0.06900970598383305
4,9,0.9921395699668558
4,10,0.9141968359394805
5,6,0.7510985640043606
5,7,0.708353582673561
5,8,0.09419105455394217
5,9,0.9295026112067333
5,10,0.5966023086930443
6,7,0.5915787836053761
6,8,0.5673824524991182
6,9,0.6851883707112778
6,10,0.7366259154949168
7,8,0.09455006584989012
7,9,0.7466443246082299
7,10,0.13614563856661
8,9,0.13618722072874534
8,10,0.4316240447197781
9,10,0.7593801779029008
